2016,"01","0","Canada",4.0,5.1,"20000","01","Population, 2016",1,1,35151728,...,...
2016,"46","1","Manitoba",4.3,5.3,"00000","46","Population, 2016",1,1,1278365,...,...
2016,"4601","2","Division No. 1",8.5,9.0,"00101","4601","Population, 2016",1,1,18534,...,...
2016,"4601035","3","Stuartburn",5.5,8.2,"00001","4601035","Population, 2016",1,1,1648,...,...
2016,"46010104","4","46010104",3.4,6.3,"00000","46010350104","Population, 2016",1,1,543,...,...
2016,"46010105","4","46010105",4.3,10.9,"00011","46010350105","Population, 2016",1,1,492,...,...
2016,"46010106","4","46010106",8.3,7.7,"00101","46010350106","Population, 2016",1,1,613,...,...
2016,"4601039","3","Piney",4.9,8.5,"00000","4601039","Population, 2016",1,1,1726,...,...
2016,"46010102","4","46010102",3.9,10.6,"00010","46010390102","Population, 2016",1,1,620,...,...
2016,"46010103","4","46010103",3.7,7.3,"00000","46010390103","Population, 2016",1,1,408,...,...
2016,"46010107","4","46010107",6.6,7.7,"00000","46010390107","Population, 2016",1,1,698,...,...
2016,"4601043","3","Reynolds",6.6,10.1,"00111","4601043","Population, 2016",1,1,1338,...,...
2016,"46010098","4","46010098",7.5,15.9,"00111","46010430098","Population, 2016",1,1,392,...,...
2016,"46010100","4","46010100",8.5,7.1,"00101","46010430100","Population, 2016",1,1,506,...,...
2016,"46010101","4","46010101",3.8,6.1,"00001","46010430101","Population, 2016",1,1,440,...,...
2016,"4601046","3","Whitemouth",4.6,7.8,"00000","4601046","Population, 2016",1,1,1557,...,...
2016,"46010087","4","46010087",5.3,6.3,"00000","46010460087","Population, 2016",1,1,540,...,...
2016,"46010089","4","46010089",5.7,12.8,"00011","46010460089","Population, 2016",1,1,518,...,...
2016,"46010099","4","46010099",2.7,5.0,"00000","46010460099","Population, 2016",1,1,499,...,...
2016,"4601051","3","Pinawa",4.3,8.0,"00000","4601051","Population, 2016",1,1,1504,...,...
2016,"46010085","4","46010085",2.8,5.2,"00000","46010510085","Population, 2016",1,1,622,...,...
2016,"46010110","4","46010110",2.2,6.1,"00000","46010510110","Population, 2016",1,1,459,...,...
2016,"46010111","4","46010111",8.9,14.4,"00111","46010510111","Population, 2016",1,1,423,...,...
2016,"4601057","3","Lac du Bonnet",10.9,6.5,"01000","4601057","Population, 2016",1,1,3121,...,...
2016,"46010079","4","46010079",5.3,8.4,"00000","46010570079","Population, 2016",1,1,481,...,...
2016,"46010080","4","46010080",4.2,4.4,"00000","46010570080","Population, 2016",1,1,514,...,...
2016,"46010083","4","46010083",25.4,9.6,"02100","46010570083","Population, 2016",1,1,889,...,...
2016,"46010084","4","46010084",3.0,0.0,"00909","46010570084","Population, 2016",1,1,206,...,...
2016,"46010086","4","46010086",,,"09999","46010570086","Population, 2016",1,1,0,...,...
2016,"46010088","4","46010088",,,"09999","46010570088","Population, 2016",1,1,0,...,...
2016,"46010090","4","46010090",,,"09999","46010570090","Population, 2016",1,1,0,...,...
2016,"46010097","4","46010097",5.7,6.8,"00001","46010570097","Population, 2016",1,1,1031,...,...
2016,"4601060","3","Lac du Bonnet",9.0,14.1,"00111","4601060","Population, 2016",1,1,1089,...,...
2016,"46010081","4","46010081",12.4,19.8,"01111","46010600081","Population, 2016",1,1,625,...,...
2016,"46010082","4","46010082",4.3,5.8,"00000","46010600082","Population, 2016",1,1,464,...,...
2016,"4601070","3","Buffalo Point 36",71.7,55.5,"05353","4601070","Population, 2016",1,1,481,...,...
2016,"46010109","4","46010109",71.7,55.5,"05353","46010700109","Population, 2016",1,1,481,...,...
2016,"4601071","3","Alexander",5.1,6.9,"00000","4601071","Population, 2016",1,1,3333,...,...
2016,"46010070","4","46010070",5.6,8.4,"00000","46010710070","Population, 2016",1,1,783,...,...
2016,"46010072","4","46010072",6.8,7.0,"00000","46010710072","Population, 2016",1,1,760,...,...
2016,"46010073","4","46010073",4.8,6.7,"00000","46010710073","Population, 2016",1,1,437,...,...
2016,"46010077","4","46010077",4.6,6.0,"00000","46010710077","Population, 2016",1,1,444,...,...
2016,"46010078","4","46010078",3.6,6.0,"00000","46010710078","Population, 2016",1,1,909,...,...
2016,"4601075","3","Powerview-Pine Falls",5.4,7.3,"00101","4601075","Population, 2016",1,1,1316,...,...
2016,"46010074","4","46010074",4.1,8.3,"00101","46010750074","Population, 2016",1,1,405,...,...
2016,"46010075","4","46010075",7.8,6.4,"00101","46010750075","Population, 2016",1,1,446,...,...
